"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count","gf2_rank","nullity","full_rank","reachable_states_log2","reachable_states","solutions_per_reachable_log2","solutions_per_reachable","distinct_move_rows","distinct_move_columns","mean_move_overlap","max_move_overlap","prop_moves_overlap","prop_overlap_2plus","sd_move_overlap","mean_move_hamming","min_move_hamming","max_move_hamming","sd_move_hamming","mean_local_hamming","min_local_hamming","max_local_hamming","sd_local_hamming","mean_pair_effect","min_pair_effect","max_pair_effect","sd_pair_effect","prop_pair_effect_small","effect_mean_pair_distance","effect_max_pair_distance","effect_sd_pair_distance","comparison_group","z_spatial_dispersion","z_local_change","z_overlap_variability","z_asymmetry","z_components","structural_difficulty_score","difficulty_percentile","difficulty_rank_within_group","difficulty_band","sf_width","sf_height","sf_area","visual_max_chebyshev","visual_max_manhattan","visual_width","visual_height","visual_area","connector_cells","visible_flippers","visible_start_cells","total_visible_cells","visual_density","f_on_s","duplicate_wrapped_f","valid_for_game","visual_complexity_score","elegance_score","compact_rank","hard_rank"
397,"-2:-2|-2:-1|-1:-1|0:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.75432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.75432037668651,2.82842712474619,0.598479569819794,"F4_R25",-1.26794386844006,-0.342004264885899,-1.2876990647278,0.271391979495859,-1.3423754352168,-3.9686306537747,0.0730397422126745,862,"very_easy",3,3,9,2,4,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-1.13692145293173,46,38
578,"-2:-2|-1:-1|-1:0|0:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.75432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.75432037668651,2.82842712474619,0.598479569819794,"F4_R25",-1.26794386844006,-0.342004264885899,-1.2876990647278,0.271391979495859,-1.3423754352168,-3.9686306537747,0.0730397422126745,862,"very_easy",3,3,9,2,4,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-1.13692145293173,47,39
1102,"-2:-1|-2:0|-1:-1|0:-2",4,TRUE,2,1,1,"mixed",1.91257038496822,2.23606797749979,2.25,3,2,1.75432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.75432037668651,2.82842712474619,0.598479569819794,"F4_R25",-1.26794386844006,-0.342004264885899,-1.2876990647278,0.271391979495859,-1.3423754352168,-3.9686306537747,0.0730397422126745,862,"very_easy",3,3,9,2,3,3,3,9,2,4,1,7,0.777777777777778,FALSE,FALSE,TRUE,-1.05060257978885,-2.91802807398585,66,40
1248,"-1:-2|-1:0|0:-1|1:-2",4,TRUE,2,0,2,"mixed",1.61803398874989,2.23606797749979,2,3,2,1.75432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.75432037668651,2.82842712474619,0.598479569819794,"F4_R25",-1.26794386844006,-0.342004264885899,-1.2876990647278,0.271391979495859,-1.3423754352168,-3.9686306537747,0.0730397422126745,862,"very_easy",3,3,9,2,3,3,3,9,2,4,1,7,0.777777777777778,FALSE,FALSE,TRUE,-1.05060257978885,-2.91802807398585,67,41
38,"-2:0|-1:0",2,TRUE,2,0,0,"axis_only",1.5,2,1.5,2,2,1.33333333333333,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,4,2,6,2.02030508910442,5.5,2,6,1.19222677468435,0.166666666666667,1.33333333333333,2,0.577350269189626,"F2_R25",-1.7482835808214,-2.22370927986327,1.8228349548786,-1.00312153209238,-1.39805059083906,-4.55033002873751,0.0697674418604651,41,"very_easy",1,3,3,2,2,1,3,3,0,2,1,3,1,FALSE,FALSE,TRUE,-7.42826996324871,2.87793993451119,27,42
1708,"-1:-1|-1:0|0:1|1:-1",4,TRUE,2,2,0,"mixed",1.20710678118655,1.4142135623731,1.5,2,1,1.59508446196187,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.59508446196187,2.23606797749979,0.533026535932964,"F4_R25",-2.29321739484715,-1.39051734012819,0.0523490600394965,0.271391979495859,-1.3423754352168,-4.70236913065679,0.041890440386681,891,"very_easy",3,3,9,1,2,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-12.1166906414477,7.41432151079093,7,43
1083,"-2:-1|-1:-2|-1:-1|0:-2",4,TRUE,1,1,2,"mixed",1.97158737934317,2.23606797749979,2.5,3,2,1.59508446196187,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.59508446196187,2.23606797749979,0.533026535932964,"F4_R25",-2.29321739484715,-1.39051734012819,0.0523490600394965,0.271391979495859,-1.3423754352168,-4.70236913065679,0.041890440386681,891,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-1.87065992981382,54,44
1233,"-1:-2|-1:-1|0:-1|1:-2",4,TRUE,1,1,2,"mixed",1.72158737934317,2.23606797749979,2.25,3,2,1.59508446196187,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.59508446196187,2.23606797749979,0.533026535932964,"F4_R25",-2.29321739484715,-1.39051734012819,0.0523490600394965,0.271391979495859,-1.3423754352168,-4.70236913065679,0.041890440386681,891,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-1.87065992981382,55,45
1336,"-2:-1|-1:-1|-1:0|0:-2",4,TRUE,2,1,1,"mixed",1.66257038496822,2.23606797749979,2,3,2,1.59508446196187,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.59508446196187,2.23606797749979,0.533026535932964,"F4_R25",-2.29321739484715,-1.39051734012819,0.0523490600394965,0.271391979495859,-1.3423754352168,-4.70236913065679,0.041890440386681,891,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-1.87065992981382,56,46
1430,"-1:-1|0:-1|1:-2|1:0",4,TRUE,2,1,1,"mixed",1.41257038496822,2.23606797749979,1.75,3,2,1.59508446196187,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.59508446196187,2.23606797749979,0.533026535932964,"F4_R25",-2.29321739484715,-1.39051734012819,0.0523490600394965,0.271391979495859,-1.3423754352168,-4.70236913065679,0.041890440386681,891,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-1.87065992981382,57,47
1431,"-1:-1|-1:0|0:-1|1:-2",4,TRUE,2,1,1,"mixed",1.41257038496822,2.23606797749979,1.75,3,2,1.55432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.55432037668651,2.82842712474619,0.653272247669054,"F4_R25",-2.55568542872821,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-4.89554924777578,0.0386680988184748,896,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-2.06384004693281,58,48
1103,"-1:-2|-1:-1|-1:0|0:-2",4,TRUE,2,1,1,"mixed",1.66257038496822,2.23606797749979,2,3,2,1.53005630797458,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.53005630797458,2.23606797749979,0.536374345259402,"F4_R25",-2.7119146772384,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-5.05177849628597,0.0370569280343716,897,"very_easy",3,2,6,2,3,3,2,6,1,4,1,6,1,FALSE,FALSE,TRUE,-3.42585636546109,-1.62592213082488,51,49
1117,"-1:-2|-1:0|0:-2|0:-1",4,TRUE,3,0,1,"mixed",1.55901699437495,2.23606797749979,1.75,3,2,1.53005630797458,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.53005630797458,2.23606797749979,0.536374345259402,"F4_R25",-2.7119146772384,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-5.05177849628597,0.0370569280343716,897,"very_easy",3,2,6,2,3,3,2,6,1,4,1,6,1,FALSE,FALSE,TRUE,-3.42585636546109,-1.62592213082488,52,50
1709,"-1:-1|-1:0|0:1|1:0",4,TRUE,3,1,0,"mixed",1.10355339059327,1.4142135623731,1.25,2,1,1.47147766421189,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.47147766421189,2.23606797749979,0.510722237756962,"F4_R25",-3.08908544783105,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-5.42894926687862,0.0268528464017186,905,"very_easy",3,3,9,1,2,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-12.1166906414477,6.6877413745691,9,51
1288,"-2:-1|-1:-2|-1:-1|-1:0",4,TRUE,1,1,2,"mixed",1.72158737934317,2.23606797749979,2.25,3,2,1.47147766421189,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.47147766421189,2.23606797749979,0.510722237756962,"F4_R25",-3.08908544783105,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-5.42894926687862,0.0268528464017186,905,"very_easy",3,3,9,2,3,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-0.816133444981533,39,52
1334,"-1:-1|0:-1|1:-2|1:-1",4,TRUE,1,2,1,"mixed",1.51612377556149,2.23606797749979,2,3,2,1.47147766421189,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.47147766421189,2.23606797749979,0.510722237756962,"F4_R25",-3.08908544783105,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-5.42894926687862,0.0268528464017186,905,"very_easy",3,3,9,2,3,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-0.816133444981533,40,53
1643,"-1:-1|0:-2|0:-1|1:0",4,TRUE,3,1,0,"mixed",1.35355339059327,2,1.5,2,2,1.47147766421189,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.47147766421189,2.23606797749979,0.510722237756962,"F4_R25",-3.08908544783105,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-5.42894926687862,0.0268528464017186,905,"very_easy",3,3,9,2,2,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-0.816133444981533,41,54
1114,"-1:-1|0:-2|0:-1|1:-2",4,TRUE,2,1,1,"mixed",1.66257038496822,2.23606797749979,2,3,2,1.47147766421189,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.47147766421189,2.23606797749979,0.510722237756962,"F4_R25",-3.08908544783105,-2.43903041537049,1.17015005204386,0.271391979495859,-1.3423754352168,-5.42894926687862,0.0268528464017186,905,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-2.59724006603565,61,55
49,"-1:0|1:0",2,TRUE,2,0,0,"axis_only",1,1,1,1,1,1.33333333333333,1,2,4,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,4,2,6,2.02030508910442,5.5,2,6,1.19222677468435,0.166666666666667,1.33333333333333,2,0.577350269189626,"F2_R25",-1.7482835808214,-2.22370927986327,1.8228349548786,-1.88586848033368,-1.39805059083906,-5.43307697697881,0.0465116279069767,42,"very_easy",1,3,3,1,1,1,3,3,0,2,1,3,1,FALSE,FALSE,TRUE,-14.9321447827993,9.49906780582053,4,56
1350,"-1:-1|1:-2|1:-1|1:0",4,TRUE,1,2,1,"mixed",1.51612377556149,2.23606797749979,2,3,2,1.65366310572456,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.65366310572456,2.23606797749979,0.543035023185446,"F4_R25",-1.9160466242545,-1.39051734012819,-1.2876990647278,0.271391979495859,-1.3423754352168,-5.66524648483144,0.0182599355531686,913,"very_easy",3,3,9,2,3,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-1.05243066293434,45,57
1084,"-2:-1|-1:-2|0:-2|0:-1",4,TRUE,2,0,2,"mixed",1.86803398874989,2.23606797749979,2.25,3,2,1.65366310572456,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.65366310572456,2.23606797749979,0.543035023185446,"F4_R25",-1.9160466242545,-1.39051734012819,-1.2876990647278,0.271391979495859,-1.3423754352168,-5.66524648483144,0.0182599355531686,913,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-2.83353728398847,63,58
1451,"-2:-1|-1:0|0:-2|0:-1",4,TRUE,3,0,1,"mixed",1.55901699437495,2.23606797749979,1.75,3,2,1.65366310572456,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.65366310572456,2.23606797749979,0.543035023185446,"F4_R25",-1.9160466242545,-1.39051734012819,-1.2876990647278,0.271391979495859,-1.3423754352168,-5.66524648483144,0.0182599355531686,913,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-2.83353728398847,64,59
1657,"-1:-1|-1:0|0:-2|1:0",4,TRUE,3,1,0,"mixed",1.35355339059327,2,1.5,2,2,1.65366310572456,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.65366310572456,2.23606797749979,0.543035023185446,"F4_R25",-1.9160466242545,-1.39051734012819,-1.2876990647278,0.271391979495859,-1.3423754352168,-5.66524648483144,0.0182599355531686,913,"very_easy",3,3,9,2,2,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-2.83353728398847,65,60
1074,"-1:-2|-1:-1|0:-2|1:-2",4,TRUE,1,1,2,"mixed",1.97158737934317,2.23606797749979,2.5,3,2,1.65366310572456,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.65366310572456,2.23606797749979,0.543035023185446,"F4_R25",-1.9160466242545,-1.39051734012819,-1.2876990647278,0.271391979495859,-1.3423754352168,-5.66524648483144,0.0182599355531686,913,"very_easy",3,3,9,2,3,3,3,9,2,4,1,7,0.777777777777778,FALSE,FALSE,TRUE,-1.05060257978885,-4.61464390504259,70,61
44,"-1:-1|-1:0",2,TRUE,1,1,0,"mixed",1.20710678118655,1.4142135623731,1.5,2,1,1.1380711874577,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,4,4,4,0,5.5,4,6,0.86747239794936,0.25,1.1380711874577,1.4142135623731,0.2391463117381,"F2_R25",-2.31138493314528,-2.22370927986327,-0.536127927905471,0.762372364390212,-1.39805059083906,-5.70690036736288,0.0232558139534884,43,"very_easy",2,2,4,1,2,2,2,4,0,2,1,3,0.75,FALSE,FALSE,TRUE,-14.7340957279266,9.02719536056375,5,62
1371,"-2:-1|-1:-1|0:-2|0:-1",4,TRUE,2,1,1,"mixed",1.66257038496822,2.23606797749979,2,3,2,1.53005630797458,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,6,6,6,0,8.33333333333333,6,10,1.37666489859818,0,1.53005630797458,2.23606797749979,0.536374345259402,"F4_R25",-2.7119146772384,-2.43903041537049,0.0523490600394965,0.271391979495859,-1.3423754352168,-6.16957948829033,0.0150375939849624,918,"very_easy",3,3,9,2,3,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-1.55676366639324,50,63
1234,"-1:-2|-1:-1|1:-2|1:-1",4,TRUE,0,2,2,"off_axis",1.82514076993644,2.23606797749979,2.5,3,2,1.77726990347453,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,6,10,2.02030508910442,8.33333333333333,6,10,1.37666489859818,0,1.77726990347453,2.23606797749979,0.517807010599742,"F4_R25",-1.1201785712706,-0.342004264885899,0.0523490600394965,-3.68075372191259,-1.3423754352168,-6.43296293324639,0.0139634801288937,919,"very_easy",3,3,9,2,3,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-1.8201471113493,53,64
48,"-1:0|0:-1",2,TRUE,2,0,0,"axis_only",1,1,1,1,1,1.1380711874577,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,4,4,4,0,5.5,4,6,0.86747239794936,0.25,1.1380711874577,1.4142135623731,0.2391463117381,"F2_R25",-2.31138493314528,-2.22370927986327,-0.536127927905471,-1.00312153209238,-1.39805059083906,-7.47239426384547,0,44,"very_easy",2,2,4,1,1,2,2,4,0,2,1,3,0.75,FALSE,FALSE,TRUE,-14.7340957279266,7.26170146408116,8,65
1297,"-2:-1|-1:-2|-1:0|0:-1",4,TRUE,2,0,2,"mixed",1.61803398874989,2.23606797749979,2,3,2,1.6128990204492,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,8,8,0,8.33333333333333,6,10,1.37666489859818,0,1.6128990204492,2.23606797749979,0.469700554530962,"F4_R25",-2.17851465813555,-0.342004264885899,0.0523490600394965,-3.68075372191259,-1.3423754352168,-7.49129902011135,0.00966702470461869,923,"very_easy",3,3,9,2,3,3,3,9,1,4,1,6,0.666666666666667,FALSE,FALSE,TRUE,-2.83170920084297,-4.65958981926838,71,66
1707,"-1:-1|-1:0|0:-1|1:1",4,TRUE,2,2,0,"mixed",1.20710678118655,1.4142135623731,1.5,2,1,1.55432037668651,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.55432037668651,2.82842712474619,0.653272247669054,"F4_R25",-2.55568542872821,-2.43903041537049,1.17015005204386,-3.68075372191259,-1.3423754352168,-8.84769494918423,0.00537056928034372,926,"very_easy",3,3,9,1,2,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-12.1166906414477,3.26899569226349,26,67
385,"-2:-2|-2:-1|-1:-2|-1:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.55432037668651,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.55432037668651,2.82842712474619,0.653272247669054,"F4_R25",-2.55568542872821,-2.43903041537049,1.17015005204386,-3.68075372191259,-1.3423754352168,-8.84769494918423,0.00537056928034372,926,"very_easy",3,3,9,2,4,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-4.23487912728714,68,68
877,"-2:-2|-1:-1|-1:0|0:-1",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.55432037668651,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.55432037668651,2.82842712474619,0.653272247669054,"F4_R25",-2.55568542872821,-2.43903041537049,1.17015005204386,-3.68075372191259,-1.3423754352168,-8.84769494918423,0.00537056928034372,926,"very_easy",3,3,9,2,4,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-4.23487912728714,69,69
1711,"-1:-1|-1:0|1:-1|1:0",4,TRUE,2,2,0,"mixed",1.20710678118655,1.4142135623731,1.5,2,1,1.53005630797458,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,6,6,6,0,8.33333333333333,6,10,1.60128153805087,0,1.53005630797458,2.23606797749979,0.536374345259402,"F4_R25",-2.7119146772384,-2.43903041537049,1.17015005204386,-3.68075372191259,-1.3423754352168,-9.00392419769442,0.00322234156820623,929,"very_easy",2,3,6,1,2,2,3,6,0,4,1,5,0.833333333333333,FALSE,FALSE,TRUE,-12.7108378060658,3.70691360837142,24,70
1705,"-1:-1|-1:0|-1:1|1:0",4,TRUE,2,2,0,"mixed",1.20710678118655,1.4142135623731,1.5,2,1,1.53005630797458,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,6,6,6,0,8.33333333333333,6,10,1.37666489859818,0,1.53005630797458,2.23606797749979,0.536374345259402,"F4_R25",-2.7119146772384,-2.43903041537049,0.0523490600394965,-3.68075372191259,-1.3423754352168,-10.1217251896988,0.00107411385606874,930,"very_easy",3,3,9,1,2,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-12.1166906414477,1.99496545174894,30,71
1684,"-1:0|0:-2|0:-1|1:0",4,TRUE,4,0,0,"axis_only",1.25,2,1.25,2,2,1.53005630797458,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,6,6,6,0,8.33333333333333,6,10,1.37666489859818,0,1.53005630797458,2.23606797749979,0.536374345259402,"F4_R25",-2.7119146772384,-2.43903041537049,0.0523490600394965,-3.68075372191259,-1.3423754352168,-10.1217251896988,0.00107411385606874,930,"very_easy",3,3,9,2,2,3,3,9,0,4,1,5,0.555555555555556,FALSE,FALSE,TRUE,-4.61281582189709,-5.50890936780169,72,72
1075,"-1:-2|0:-2|0:-1|1:-2",4,TRUE,2,0,2,"mixed",1.86803398874989,2.23606797749979,2.25,3,2,1.53005630797458,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,6,6,6,0,8.33333333333333,6,10,1.37666489859818,0,1.53005630797458,2.23606797749979,0.536374345259402,"F4_R25",-2.7119146772384,-2.43903041537049,0.0523490600394965,-3.68075372191259,-1.3423754352168,-10.1217251896988,0.00107411385606874,930,"very_easy",3,3,9,2,3,3,3,9,2,4,1,7,0.777777777777778,FALSE,FALSE,TRUE,-1.05060257978885,-9.07112260990993,73,73
